32	0.1811559606
101	0.0947225065
116	0.0681244882
97	0.0595132912
111	0.0584754096
110	0.0522727958
104	0.0497371703
105	0.0478408049
115	0.0473114762
114	0.0440115086
100	0.0331466637
108	0.0302531590
117	0.0220002673
109	0.0191287318
99	0.0169936667
102	0.0169904278
119	0.0165223402
44	0.0158181738
121	0.0151054413
103	0.0144366260
112	0.0118301917
98	0.0104585524
46	0.0088951351
118	0.0074333601
107	0.0057558774
73	0.0049378375
34	0.0035203632
84	0.0029246793
39	0.0029199275
65	0.0027643528
45	0.0024452342
59	0.0019188247
83	0.0019088522
72	0.0015358226
69	0.0015133633
58	0.0014762009
79	0.0014050726
77	0.0012867455
87	0.0012341770
78	0.0011805857
82	0.0011763453
76	0.0011594049
66	0.0011390551
67	0.0011043220
120	0.0010883192
63	0.0009917696
68	0.0009489818
80	0.0009068545
33	0.0008337871
49	0.0008239851
71	0.0007766585
70	0.0007513651
113	0.0007088117
106	0.0006472723
50	0.0005277732
89	0.0005228722
85	0.0004086151
122	0.0003947432
74	0.0003889472
51	0.0003638882
75	0.0003197366
95	0.0003043518
52	0.0002781421
86	0.0002593266
48	0.0002532110
53	0.0002350560
54	0.0002168371
56	0.0002160913
55	0.0002075465
57	0.0001975527
41	0.0001781618
40	0.0001767128
91	0.0001376327
93	0.0001372705
88	0.0000758589
81	0.0000631802
90	0.0000462185
42	0.0000358625
61	0.0000353085
124	0.0000143407
60	0.0000098872
62	0.0000094824
38	0.0000080547
43	0.0000040273
123	0.0000035159
125	0.0000034733
36	0.0000014277
47	0.0000012998
35	0.0000002131
96	0.0000001918
94	0.0000001279
37	0.0000000426
126	0.0000000213
