32	0.1792910437
101	0.0953463660
116	0.0685149743
97	0.0597720393
111	0.0585144698
110	0.0524198933
104	0.0499389415
105	0.0483211509
115	0.0474744951
114	0.0441864478
100	0.0332099837
108	0.0302107981
117	0.0218149678
109	0.0190318271
99	0.0173083318
102	0.0170510585
119	0.0165354234
44	0.0157123493
121	0.0148549124
103	0.0144382920
112	0.0119666113
98	0.0104972637
46	0.0087776314
118	0.0074310382
107	0.0056836276
73	0.0048472614
34	0.0035294473
84	0.0030040670
39	0.0028202251
65	0.0026264801
45	0.0026145576
59	0.0019003311
83	0.0018827020
72	0.0015732437
69	0.0015289425
79	0.0013827997
77	0.0013371992
58	0.0013161460
78	0.0011894936
87	0.0011822417
82	0.0011605389
67	0.0011441740
120	0.0011235774
76	0.0011135162
66	0.0010936921
68	0.0009740457
63	0.0009420358
80	0.0008913256
33	0.0008201594
49	0.0007908887
71	0.0007762796
70	0.0007762094
113	0.0007193361
106	0.0006688191
50	0.0004993755
89	0.0004950561
122	0.0003994302
85	0.0003889300
74	0.0003833462
51	0.0003593432
75	0.0002966930
86	0.0002761666
95	0.0002761491
52	0.0002724792
48	0.0002420496
53	0.0002389944
54	0.0002159747
56	0.0002122522
55	0.0002004350
57	0.0001812782
41	0.0001747990
40	0.0001736050
91	0.0001397690
93	0.0001394705
81	0.0001006477
88	0.0000838789
61	0.0000522027
42	0.0000511667
90	0.0000427033
124	0.0000315183
62	0.0000081649
60	0.0000081473
38	0.0000068304
43	0.0000045302
123	0.0000034240
125	0.0000033889
47	0.0000023705
36	0.0000012467
35	0.0000001931
96	0.0000001580
94	0.0000001054
37	0.0000000351
126	0.0000000176
